Lemma;ID;Eng Gloss;POS;Level;Word source;Ex. ID;Form ;Analysis;Example Sentence;Translation;Reference;Topic(s)
пессимизм;8866;_;N.Masc.Inan;B2;LM;2;пессимизма;Gen.Sing;_;_;_;_
пессимистический;8867;_;A;B2;LM;1;пессимистическое;Nom.Neut.Sing;_;_;_;_
пессимистический;8868;_;A;B2;LM;2;пессимистический;Nom.Masc.Sing;_;_;_;_
пессимистический;8869;_;A;B2;LM;3;пессимистическая;Nom.Fem.Sing;_;_;_;_
песчаный;8870;_;A;B2;LM;1;песчаный;Inan.Acc.Masc.Sing;_;_;_;_
песчаный;8871;_;A;B2;LM;2;песчаные;Nom.Plur;_;_;_;_
песчаный;8872;_;A;B2;LM;3;песчаном;Loc.Masc.Sing;_;_;_;_
петрушка;8873;_;N.Fem.Inan;B2;LM;1;петрушку;Acc.Sing;_;_;_;_
петрушка;8874;_;N.Fem.Inan;B2;LM;2;петрушкой;Ins.Sing;_;_;_;_
петрушка;8875;_;N.Fem.Inan;B2;LM;3;петрушки;Gen.Sing;_;_;_;_
петух;8876;_;N.Masc.Anim;B2;LM;1;петухом;Ins.Sing;_;_;_;_
петух;8877;_;N.Masc.Anim;B2;LM;2;петуха;Acc.Sing;_;_;_;_
петух;8878;_;N.Masc.Anim;B2;LM;3;петух;Nom.Sing;_;_;_;_
печаль;8879;_;N.Fem.Inan;B2;LM;1;печаль;Nom.Sing;_;_;_;_
печаль;8880;_;N.Fem.Inan;B2;LM;2;печалью;Ins.Sing;_;_;_;_
печаль;8881;_;N.Fem.Inan;B2;LM;3;печали;Gen.Sing;_;_;_;_
печальный;8882;_;A;B2;LM;1;печальный;Nom.Masc.Sing;_;_;_;_
печальный;8883;_;A;B2;LM;2;печальную;Acc.Fem.Sing;_;_;_;_
печальный;8884;_;A;B2;LM;3;печальной;Ins.Fem.Sing;_;_;_;_
печать;8885;_;N.Fem.Inan;B2;Golosa, LM;1;печати;Gen.Sing;_;_;_;_
печать;8886;_;N.Fem.Inan;B2;Golosa, LM;2;печать;Acc.Sing;_;_;_;_
печать;8887;_;N.Fem.Inan;B2;Golosa, LM;3;печатями;Ins.Plur;_;_;_;_
печень;8888;_;N.Fem.Inan;B2;LM;1;печени;Gen.Sing;_;_;_;_
печень;8889;_;N.Fem.Inan;B2;LM;2;печень;Nom.Sing;_;_;_;_
печка;8890;_;N.Fem.Inan;B2;LM;1;печку;Acc.Sing;_;_;_;_
печка;8891;_;N.Fem.Inan;B2;LM;2;печки;Gen.Sing;_;_;_;_
печка;8892;_;N.Fem.Inan;B2;LM;3;печкой;Ins.Sing;_;_;_;_
печь;8893;_;N.Fem.Inan;B2;LM;1;печь;Acc.Sing;_;_;_;_
печь;8894;_;N.Fem.Inan;B2;LM;2;печи;Gen.Sing;_;_;_;_
печь;8895;_;V;B2;LM;3;печёт;Sing.3.Pres/Fut;_;_;_;_
пешеход;8896;_;N.Masc.Anim;B2;LM;1;пешехода;Gen.Sing;_;_;_;_
пешеход;8897;_;N.Masc.Anim;B2;LM;2;пешеходов;Gen.Plur;_;_;_;_
пианист;8898;_;N.Masc.Anim;B2;LM;1;пианисты;Nom.Plur;_;_;_;_
пламень;8899;_;N.Neut.Inan;B2;LM;1;пламя;Nom.Sing;_;_;_;_
планета;8900;_;N.Fem.Inan;B2;LM;1;планет;Gen.Plur;_;_;_;_
планета;8901;_;N.Fem.Inan;B2;LM;2;планеты;Gen.Sing;_;_;_;_
планета;8902;_;N.Fem.Inan;B2;LM;3;планете;Loc.Sing;_;_;_;_
переполнять;8903;_;A;B2;LM;1;переполняющую;Acc.Fem.Sing;_;_;_;_
переполнять;8904;_;V;B2;LM;2;переполняет;Sing.3.Pres/Fut;_;_;_;_
пластиковый;8905;_;A;B2;LM;1;пластиковых;Gen.Plur;_;_;_;_
пластиковый;8906;_;A;B2;LM;2;пластиковые;Nom.Plur;_;_;_;_
пластиковый;8907;_;A;B2;LM;3;пластиковыми;Ins.Plur;_;_;_;_
пластмассовый;8908;_;A;B2;LM;1;пластмассовыми;Ins.Plur;_;_;_;_
пластмассовый;8909;_;A;B2;LM;2;пластмассовым;Ins.Masc.Sing;_;_;_;_
пластмассовый;8910;_;A;B2;LM;3;пластмассовые;Inan.Acc.Plur;_;_;_;_
пластырь;8911;_;N.Masc.Inan;B2;LM;1;пластырь;Nom.Sing;_;_;_;_
пластырь;8912;_;N.Masc.Inan;B2;LM;2;пластыря;Gen.Sing;_;_;_;_
пластырь;8913;_;N.Masc.Inan;B2;LM;3;пластыри;Nom.Plur;_;_;_;_
платный;8914;_;A;B2;Golosa, LM;1;платные;Nom.Plur;_;_;_;_
платный;8915;_;A;B2;Golosa, LM;2;платных;Gen.Plur;_;_;_;_
платный;8916;_;A;B2;Golosa, LM;3;платными;Ins.Plur;_;_;_;_
племянник;8917;_;N.Masc.Anim;B2;Golosa, LM;1;племянник;Nom.Sing;_;_;_;_
племянник;8918;_;N.Masc.Anim;B2;Golosa, LM;2;племянников;Acc.Plur;_;_;_;_
племянник;8919;_;N.Masc.Anim;B2;Golosa, LM;3;племянника;Gen.Sing;_;_;_;_
племянница;8920;_;N.Fem.Anim;B2;Golosa, LM;1;племянница;Nom.Sing;_;_;_;_
племянница;8921;_;N.Fem.Anim;B2;Golosa, LM;2;племянницы;Gen.Sing;_;_;_;_
племянница;8922;_;N.Fem.Anim;B2;Golosa, LM;3;племянницу;Acc.Sing;_;_;_;_
плен;8923;_;N.Masc.Inan;B2;LM;1;плен;Acc.Sing;_;_;_;_
плен;8924;_;N.Masc.Inan;B2;LM;2;плену;Loc.Sing;_;_;_;_
плен;8925;_;N.Masc.Inan;B2;LM;3;плена;Gen.Sing;_;_;_;_
пленка;8926;_;N.Fem.Inan;B2;LM;1;плёнку;Acc.Sing;_;_;_;_
пленка;8927;_;N.Fem.Inan;B2;LM;2;плёнка;Nom.Sing;_;_;_;_
пленка;8928;_;N.Fem.Inan;B2;LM;3;плёнкой;Ins.Sing;_;_;_;_
плов;8929;_;N.Masc.Inan;B2;Golosa, LM;1;плов;Acc.Sing;_;_;_;_
плов;8930;_;N.Masc.Inan;B2;Golosa, LM;2;пловом;Ins.Sing;_;_;_;_
плов;8931;_;N.Masc.Inan;B2;Golosa, LM;3;плова;Gen.Sing;_;_;_;_
пловец;8932;_;N.Masc.Anim;B2;LM;1;пловец;Nom.Sing;_;_;_;_
плодотворный;8933;_;A;B2;LM;1;плодотворных;Gen.Plur;_;_;_;_
плодотворный;8934;_;A;B2;LM;2;плодотворными;Ins.Plur;_;_;_;_
плодотворный;8935;_;A;B2;LM;3;плодотворным;Ins.Neut.Sing;_;_;_;_
пересаживаться;8936;_;V;B2;LM;1;пересаживался;Masc.Sing.Past;_;_;_;_
пляж;8937;_;N.Masc.Inan;B2;Golosa, LM;1;пляже;Loc.Sing;_;_;_;_
пляж;8938;_;N.Masc.Inan;B2;Golosa, LM;2;пляжа;Gen.Sing;_;_;_;_
пляж;8939;_;N.Masc.Inan;B2;Golosa, LM;3;пляж;Nom.Sing;_;_;_;_
пересказывать;8940;_;V;B2;LM;1;пересказывать;Inf;_;_;_;_
пересказывать;8941;_;V;B2;LM;2;пересказывая;Pres/Fut;_;_;_;_
пересказывать;8942;_;V;B2;LM;3;пересказывали;Plur.Past;_;_;_;_
пневмония;8943;_;N.Fem.Inan;B2;LM;1;пневмонии;Gen.Sing;_;_;_;_
пневмония;8944;_;N.Fem.Inan;B2;LM;2;пневмонию;Acc.Sing;_;_;_;_
пневмония;8945;_;N.Fem.Inan;B2;LM;3;пневмония;Nom.Sing;_;_;_;_
пересылать;8946;_;V;B2;Golosa, LM;1;пересылали;Plur.Past;_;_;_;_
пересылать;8947;_;A;B2;Golosa, LM;2;пересылаемые;Acc.Plur;_;_;_;_
пересылать;8948;_;A;B2;Golosa, LM;3;пересылаемой;Gen.Fem.Sing;_;_;_;_
побережье;8949;_;N.Neut.Inan;B2;LM;1;побережья;Gen.Sing;_;_;_;_
побережье;8950;_;N.Neut.Inan;B2;LM;2;побережье;Loc.Sing;_;_;_;_
побережье;8951;_;N.Neut.Inan;B2;LM;3;побережью;Dat.Sing;_;_;_;_
переутомляться;8952;_;V;B2;LM;1;переутомляться;Inf;_;_;_;_
планировать;8953;_;V;B2;LM, Поехали;1;планирует;Sing.3.Pres/Fut;_;_;_;_
планировать;8954;_;V;B2;LM, Поехали;2;планировать;Inf;_;_;_;_
планировать;8955;_;V;B2;LM, Поехали;3;планируете;Plur.2.Pres/Fut;_;_;_;_
повар;8956;_;N.Masc.Anim;B2;LM;1;повар;Nom.Sing;_;_;_;_
повар;8957;_;N.Masc.Anim;B2;LM;2;повара;Gen.Sing;_;_;_;_
повар;8958;_;N.Masc.Anim;B2;LM;3;поваром;Ins.Sing;_;_;_;_
поведение;8959;_;N.Neut.Inan;B2;LM;1;поведения;Gen.Sing;_;_;_;_
поведение;8960;_;N.Neut.Inan;B2;LM;2;поведение;Acc.Sing;_;_;_;_
поведение;8961;_;N.Neut.Inan;B2;LM;3;поведением;Ins.Sing;_;_;_;_
повелительный;8962;_;A;B2;LM;1;повелительных;Gen.Plur;_;_;_;_
повелительный;8963;_;A;B2;LM;2;повелительной;Gen.Fem.Sing;_;_;_;_
повелительный;8964;_;A;B2;LM;3;повелительная;Nom.Fem.Sing;_;_;_;_
плевать;8965;_;V;B2;LM;1;плевать;Inf;_;_;_;_
плевать;8966;_;V;B2;LM;2;плевали;Plur.Past;_;_;_;_
плевать;8967;_;V;B2;LM;3;плюёт;Sing.3.Pres/Fut;_;_;_;_
поверхностный;8968;_;A;B2;LM;1;поверх;Nom.Fem.Sing;_;_;_;_
поверхностный;8969;_;A;B2;LM;2;поверхностным;Ins.Masc.Sing;_;_;_;_
поверхностный;8970;_;A;B2;LM;3;поверхностный;Inan.Acc.Masc.Sing;_;_;_;_
поверхность;8971;_;N.Fem.Inan;B2;LM;1;поверхности;Loc.Sing;_;_;_;_
поверхность;8972;_;N.Fem.Inan;B2;LM;2;поверхностью;Ins.Sing;_;_;_;_
поверхность;8973;_;N.Fem.Inan;B2;LM;3;поверхность;Acc.Sing;_;_;_;_
повествование;8974;_;N.Neut.Inan;B2;LM;1;повествования;Gen.Sing;_;_;_;_
повествование;8975;_;N.Neut.Inan;B2;LM;2;повествование;Nom.Sing;_;_;_;_
повествование;8976;_;N.Neut.Inan;B2;LM;3;повествованиях;Loc.Plur;_;_;_;_
повесть;8977;_;N.Fem.Inan;B2;Golosa, LM;1;повесть;Nom.Sing;_;_;_;_
повесть;8978;_;N.Fem.Inan;B2;Golosa, LM;2;повести;Acc.Plur;_;_;_;_
повесть;8979;_;N.Fem.Inan;B2;Golosa, LM;3;повестях;Loc.Plur;_;_;_;_
плюнуть;8980;_;V;B2;LM;1;плюнул;Masc.Sing.Past;_;_;_;_
плюнуть;8981;_;V;B2;LM;2;плюнуть;Inf;_;_;_;_
плюнуть;8982;_;V;B2;LM;3;плюнули;Plur.Past;_;_;_;_
повод;8983;_;N.Masc.Inan;B2;LM;1;поводу;Dat.Sing;_;_;_;_
повод;8984;_;N.Masc.Inan;B2;LM;2;повод;Nom.Sing;_;_;_;_
повод;8985;_;N.Masc.Inan;B2;LM;3;поводом;Ins.Sing;_;_;_;_
плясать;8986;_;V;B2;LM;1;плясали;Plur.Past;_;_;_;_
плясать;8987;_;V;B2;LM;2;плясала;Fem.Sing.Past;_;_;_;_
плясать;8988;_;A;B2;LM;3;пляшущим;Ins.Masc.Sing;_;_;_;_
поворот;8989;_;N.Masc.Inan;B2;LM;1;поворотом;Ins.Sing;_;_;_;_
поворот;8990;_;N.Masc.Inan;B2;LM;2;поворот;Acc.Sing;_;_;_;_
поворот;8991;_;N.Masc.Inan;B2;LM;3;повороте;Loc.Sing;_;_;_;_
повреждение;8992;_;N.Neut.Inan;B2;LM;1;повреждения;Nom.Plur;_;_;_;_
повреждение;8993;_;N.Neut.Inan;B2;LM;2;повреждений;Gen.Plur;_;_;_;_
повреждение;8994;_;N.Neut.Inan;B2;LM;3;повреждение;Nom.Sing;_;_;_;_
повседневный;8995;_;A;B2;LM;1;повседневного;Gen.Masc.Sing;_;_;_;_
повседневный;8996;_;A;B2;LM;2;повседневной;Gen.Fem.Sing;_;_;_;_
повседневный;8997;_;A;B2;LM;3;повседневных;Gen.Plur;_;_;_;_
повторение;8998;_;N.Neut.Inan;B2;LM;1;повторения;Gen.Sing;_;_;_;_
повторение;8999;_;N.Neut.Inan;B2;LM;2;повторение;Nom.Sing;_;_;_;_
повторение;9000;_;N.Neut.Inan;B2;LM;3;повторении;Loc.Sing;_;_;_;_
повторный;9001;_;A;B2;LM;1;повторный;Nom.Masc.Sing;_;_;_;_
повторный;9002;_;A;B2;LM;2;повторном;Loc.Neut.Sing;_;_;_;_
повторный;9003;_;A;B2;LM;3;повторных;Gen.Plur;_;_;_;_
побелеть;9004;_;V;B2;LM;1;побелели;Plur.Past;_;_;_;_
побелеть;9005;_;V;B2;LM;2;побелел;Masc.Sing.Past;_;_;_;_
побелеть;9006;_;A;B2;LM;3;побелевшими;Ins.Plur;_;_;_;_
побледнеть;9007;_;V;B2;LM;1;побледнел;Masc.Sing.Past;_;_;_;_
побледнеть;9008;_;V;B2;LM;2;побледнело;Neut.Sing.Past;_;_;_;_
побледнеть;9009;_;A;B2;LM;3;побледневшую;Acc.Fem.Sing;_;_;_;_
поболтать;9010;_;V;B2;LM;1;поболтать;Inf;_;_;_;_
поболтать;9011;_;V;B2;LM;2;поболтали;Plur.Past;_;_;_;_
поболтать;9012;_;V;B2;LM;3;поболтаем;Plur.1.Pres/Fut;_;_;_;_
повлиять;9013;_;V;B2;LM;1;повлиять;Inf;_;_;_;_
повлиять;9014;_;V;B2;LM;2;повлияло;Neut.Sing.Past;_;_;_;_
повлиять;9015;_;V;B2;LM;3;повлиял;Masc.Sing.Past;_;_;_;_
поводить;9016;_;A;B2;LM;1;поводящего;Acc.Masc.Sing;_;_;_;_
поводить;9017;_;A;B2;LM;2;поводящая;Nom.Fem.Sing;_;_;_;_
повышать;9018;_;V;B2;LM;1;повышать;Inf;_;_;_;_
повышать;9019;_;V;B2;LM;2;повышает;Sing.3.Pres/Fut;_;_;_;_
повышать;9020;_;V;B2;LM;3;повышая;Pres/Fut;_;_;_;_
повышаться;9021;_;V;B2;LM;1;повышается;Sing.3.Pres/Fut;_;_;_;_
повышаться;9022;_;V;B2;LM;2;повышаются;Plur.3.Pres/Fut;_;_;_;_
повышаться;9023;_;V;B2;LM;3;повышаться;Inf;_;_;_;_
веко;9024;_;N.Neut.Inan;B2;LM;1;веками;Ins.Plur;_;_;_;_
веко;9025;_;N.Neut.Inan;B2;LM;2;веки;Acc.Plur;_;_;_;_
поговорка;9026;_;N.Fem.Inan;B2;LM;1;поговорка;Nom.Sing;_;_;_;_
поговорка;9027;_;N.Fem.Inan;B2;LM;2;поговорок;Gen.Plur;_;_;_;_
поговорка;9028;_;N.Fem.Inan;B2;LM;3;поговорку;Acc.Sing;_;_;_;_
пограничник;9029;_;N.Masc.Anim;B2;LM;1;пограничниками;Ins.Plur;_;_;_;_
пограничник;9030;_;N.Masc.Anim;B2;LM;2;пограничников;Gen.Plur;_;_;_;_
погасить;9031;_;V;B2;LM;1;погасить;Inf;_;_;_;_
погасить;9032;_;V;B2;LM;2;погашу;Sing.1.Pres/Fut;_;_;_;_
погасить;9033;_;A;B2;LM;3;погашено;Neut.Sing;_;_;_;_
подбородок;9034;_;N.Masc.Inan;B2;LM;1;подбородок;Nom.Sing;_;_;_;_
подбородок;9035;_;N.Masc.Inan;B2;LM;2;подбородком;Ins.Sing;_;_;_;_
подбородок;9036;_;N.Masc.Inan;B2;LM;3;подбородке;Loc.Sing;_;_;_;_
подвал;9037;_;N.Masc.Inan;B2;Golosa, LM;1;подвал;Acc.Sing;_;_;_;_
подвал;9038;_;N.Masc.Inan;B2;Golosa, LM;2;подвале;Loc.Sing;_;_;_;_
подвал;9039;_;N.Masc.Inan;B2;Golosa, LM;3;подвалы;Acc.Plur;_;_;_;_
подвиг;9040;_;N.Masc.Inan;B2;MiP, LM;1;подвиг;Acc.Sing;_;_;_;_
подвиг;9041;_;N.Masc.Inan;B2;MiP, LM;2;подвигу;Dat.Sing;_;_;_;_
подвиг;9042;_;N.Masc.Inan;B2;MiP, LM;3;подвиги;Nom.Plur;_;_;_;_
погладить;9043;_;V;B2;LM;1;погладить;Inf;_;_;_;_
погладить;9044;_;V;B2;LM;2;погладила;Fem.Sing.Past;_;_;_;_
погладить;9045;_;V;B2;LM;3;погладили;Plur.Past;_;_;_;_
поглядеть;9046;_;V;B2;LM;1;поглядел;Masc.Sing.Past;_;_;_;_
поглядеть;9047;_;V;B2;LM;2;погляди;Imper.Sing.2;_;_;_;_
поглядеть;9048;_;V;B2;LM;3;поглядела;Fem.Sing.Past;_;_;_;_
погнаться;9049;_;V;B2;LM;1;погонятся;Plur.3.Pres/Fut;_;_;_;_
поговорить;9050;_;V;B2;LM;1;поговорить;Inf;_;_;_;_
поговорить;9051;_;V;B2;LM;2;поговорим;Plur.1.Pres/Fut;_;_;_;_
поговорить;9052;_;V;B2;LM;3;поговорили;Plur.Past;_;_;_;_
подавать;9053;_;V;B2;LM;1;подаёт;Sing.3.Pres/Fut;_;_;_;_
подавать;9054;_;V;B2;LM;2;подавать;Inf;_;_;_;_
подавать;9055;_;V;B2;LM;3;подают;Plur.3.Pres/Fut;_;_;_;_
подбегать;9056;_;V;B2;LM;1;подбегают;Plur.3.Pres/Fut;_;_;_;_
подбегать;9057;_;V;B2;LM;2;подбегали;Plur.Past;_;_;_;_
подбегать;9058;_;V;B2;LM;3;подбегала;Fem.Sing.Past;_;_;_;_
поддержка;9059;_;N.Fem.Inan;B2;LM;1;поддержку;Acc.Sing;_;_;_;_
поддержка;9060;_;N.Fem.Inan;B2;LM;2;поддержки;Gen.Sing;_;_;_;_
поддержка;9061;_;N.Fem.Inan;B2;LM;3;поддержка;Nom.Sing;_;_;_;_
подвигать;9062;_;V;B2;LM;1;подвигал;Masc.Sing.Past;_;_;_;_
подвигать;9063;_;V;B2;LM;2;подвигав;Past;_;_;_;_
подвигаться;9064;_;V;B2;LM;1;подвигаться;Inf;_;_;_;_
подводить;9065;_;V;B2;LM;1;подводит;Sing.3.Pres/Fut;_;_;_;_
подводить;9066;_;V;B2;LM;2;подводя;Pres/Fut;_;_;_;_
подводить;9067;_;V;B2;LM;3;подвожу;Sing.1.Pres/Fut;_;_;_;_
подвозить;9068;_;V;B2;LM;1;подвозить;Inf;_;_;_;_
подвозить;9069;_;V;B2;LM;2;подвозили;Plur.Past;_;_;_;_
подлежащее;9070;_;N.Neut.Inan;B2;LM;1;подлежащее;Nom.Sing;_;_;_;_
подготовить;9071;_;V;B2;LM;1;подготовить;Inf;_;_;_;_
подготовить;9072;_;V;B2;LM;2;подготовила;Fem.Sing.Past;_;_;_;_
подготовить;9073;_;A;B2;LM;3;подготовленные;Nom.Plur;_;_;_;_
подействовать;9074;_;V;B2;LM;1;подействовало;Neut.Sing.Past;_;_;_;_
подействовать;9075;_;V;B2;LM;2;подействовала;Fem.Sing.Past;_;_;_;_
поделить;9076;_;V;B2;LM;1;поделили;Plur.Past;_;_;_;_
поделить;9077;_;A;B2;LM;2;поделён;Masc.Sing;_;_;_;_
поделить;9078;_;A;B2;LM;3;поделено;Neut.Sing;_;_;_;_
подоконник;9079;_;N.Masc.Inan;B2;LM;1;подоконнике;Loc.Sing;_;_;_;_
подоконник;9080;_;N.Masc.Inan;B2;LM;2;подоконник;Acc.Sing;_;_;_;_
подоконник;9081;_;N.Masc.Inan;B2;LM;3;подоконниках;Loc.Plur;_;_;_;_
касаться;9082;_;V;B2;Golosa, LM;1;касается;Sing.3.Pres/Fut;_;_;_;_
касаться;9083;_;V;B2;Golosa, LM;2;касалось;Neut.Sing.Past;_;_;_;_
касаться;9084;_;A;B2;Golosa, LM;3;касающиеся;Nom.Plur;_;_;_;_
поделиться;9085;_;V;B2;LM;1;поделиться;Inf;_;_;_;_
поделиться;9086;_;V;B2;LM;2;поделился;Masc.Sing.Past;_;_;_;_
поделиться;9087;_;V;B2;LM;3;поделится;Sing.3.Pres/Fut;_;_;_;_
подпись;9088;_;N.Fem.Inan;B2;LM;1;подписью;Ins.Sing;_;_;_;_
подпись;9089;_;N.Fem.Inan;B2;LM;2;подпись;Nom.Sing;_;_;_;_
подпись;9090;_;N.Fem.Inan;B2;LM;3;подписей;Gen.Plur;_;_;_;_
подешеветь;9091;_;A;B2;LM;1;подешевевший;Acc.Masc.Sing;_;_;_;_
подполковник;9092;_;N.Masc.Anim;B2;LM;1;подполковник;Nom.Sing;_;_;_;_
подполковник;9093;_;N.Masc.Anim;B2;LM;2;подполковника;Gen.Sing;_;_;_;_
подполковник;9094;_;N.Masc.Anim;B2;LM;3;подполковнику;Dat.Sing;_;_;_;_
подмести;9095;_;V;B2;LM;1;подмету;Sing.1.Pres/Fut;_;_;_;_
подмести;9096;_;V;B2;LM;2;подмети;Imper.Sing.2;_;_;_;_
подмести;9097;_;V;B2;LM;3;подмёл;Masc.Sing.Past;_;_;_;_
подметать;9098;_;V;B2;LM;1;подметать;Inf;_;_;_;_
подметать;9099;_;V;B2;LM;2;подметает;Sing.3.Pres/Fut;_;_;_;_
подметать;9100;_;V;B2;LM;3;подметал;Masc.Sing.Past;_;_;_;_
подросток;9101;_;N.Masc.Anim;B2;LM;1;подростков;Gen.Plur;_;_;_;_
подросток;9102;_;N.Masc.Anim;B2;LM;2;подростка;Gen.Sing;_;_;_;_
подросток;9103;_;N.Masc.Anim;B2;LM;3;подростки;Nom.Plur;_;_;_;_
подогревать;9104;_;V;B2;LM;1;подогревать;Inf;_;_;_;_
подогревать;9105;_;A;B2;LM;2;подогреваемые;Nom.Plur;_;_;_;_
подорожать;9106;_;V;B2;LM;1;подорожает;Sing.3.Pres/Fut;_;_;_;_
подорожать;9107;_;V;B2;LM;2;подорожало;Neut.Sing.Past;_;_;_;_
подорожать;9108;_;V;B2;LM;3;подорожали;Plur.Past;_;_;_;_
подписываться;9109;_;V;B2;LM;1;подписываются;Plur.3.Pres/Fut;_;_;_;_
подписываться;9110;_;V;B2;LM;2;подписываюсь;Sing.1.Pres/Fut;_;_;_;_
подписываться;9111;_;V;B2;LM;3;подписывается;Sing.3.Pres/Fut;_;_;_;_
подрабатывать;9112;_;V;B2;LM;1;подрабатывал;Masc.Sing.Past;_;_;_;_
подрабатывать;9113;_;V;B2;LM;2;подрабатывают;Plur.3.Pres/Fut;_;_;_;_
подрабатывать;9114;_;V;B2;LM;3;подрабатывать;Inf;_;_;_;_
подраться;9115;_;V;B2;LM;1;подраться;Inf;_;_;_;_
подраться;9116;_;V;B2;LM;2;подрались;Plur.Past;_;_;_;_
подраться;9117;_;V;B2;LM;3;подерутся;Plur.3.Pres/Fut;_;_;_;_
подружиться;9118;_;V;B2;LM;1;подружиться;Inf;_;_;_;_
подружиться;9119;_;V;B2;LM;2;подружился;Masc.Sing.Past;_;_;_;_
подружиться;9120;_;V;B2;LM;3;подружилась;Fem.Sing.Past;_;_;_;_
подсказывать;9121;_;V;B2;LM;1;подсказывают;Plur.3.Pres/Fut;_;_;_;_
подсказывать;9122;_;V;B2;LM;2;подсказывает;Sing.3.Pres/Fut;_;_;_;_
подсказывать;9123;_;V;B2;LM;3;подсказываю;Sing.1.Pres/Fut;_;_;_;_
подушка;9124;_;N.Fem.Inan;B2;LM;1;подушку;Acc.Sing;_;_;_;_
подушка;9125;_;N.Fem.Inan;B2;LM;2;подушкой;Ins.Sing;_;_;_;_
подушка;9126;_;N.Fem.Inan;B2;LM;3;подушки;Acc.Plur;_;_;_;_
подходящий;9127;_;A;B2;LM;1;подходящее;Inan.Acc.Neut.Sing;_;_;_;_
подходящий;9128;_;A;B2;LM;2;подходящий;Inan.Acc.Masc.Sing;_;_;_;_
подходящий;9129;_;A;B2;LM;3;подходящем;Loc.Neut.Sing;_;_;_;_
подслушивать;9130;_;A;B2;LM;1;подслушивающей;Dat.Fem.Sing;_;_;_;_
подслушивать;9131;_;V;B2;LM;2;подслушивать;Inf;_;_;_;_
подсматривать;9132;_;A;B2;LM;1;подсматривающих;Gen.Plur;_;_;_;_
подсматривать;9133;_;V;B2;LM;2;подсматривать;Inf;_;_;_;_
пожар;9134;_;N.Masc.Inan;B2;LM;1;пожар;Acc.Sing;_;_;_;_
пожар;9135;_;N.Masc.Inan;B2;LM;2;пожаром;Ins.Sing;_;_;_;_
пожар;9136;_;N.Masc.Inan;B2;LM;3;пожары;Acc.Plur;_;_;_;_
пожарный;9137;_;N.Masc.Anim;B2;LM;1;пожарных;Gen.Plur;_;_;_;_
пожарный;9138;_;A;B2;LM;2;пожарный;Inan.Acc.Masc.Sing;_;_;_;_
пожарный;9139;_;A;B2;LM;3;пожарной;Gen.Fem.Sing;_;_;_;_
пожелание;9140;_;N.Neut.Inan;B2;LM;1;пожелания;Nom.Plur;_;_;_;_
пожелание;9141;_;N.Neut.Inan;B2;LM;2;пожелание;Nom.Sing;_;_;_;_
пожелание;9142;_;N.Neut.Inan;B2;LM;3;пожеланиями;Ins.Plur;_;_;_;_
составлять;9143;_;V;B2;LM;1;составляет;Sing.3.Pres/Fut;_;_;_;_
составлять;9144;_;V;B2;LM;2;составляют;Plur.3.Pres/Fut;_;_;_;_
составлять;9145;_;V;B2;LM;3;составлять;Inf;_;_;_;_
пожилой;9146;_;A;B2;Golosa, LM;1;пожилая;Nom.Fem.Sing;_;_;_;_
пожилой;9147;_;A;B2;Golosa, LM;2;пожилые;Nom.Plur;_;_;_;_
пожилой;9148;_;A;B2;Golosa, LM;3;пожилого;Gen.Masc.Sing;_;_;_;_
подтверждать;9149;_;V;B2;LM;1;подтверждает;Sing.3.Pres/Fut;_;_;_;_
подтверждать;9150;_;V;B2;LM;2;подтверждают;Plur.3.Pres/Fut;_;_;_;_
подтверждать;9151;_;A;B2;LM;3;подтверждающих;Gen.Plur;_;_;_;_
подчиняться;9152;_;V;B2;LM;1;подчиняться;Inf;_;_;_;_
подчиняться;9153;_;V;B2;LM;2;подчиняется;Sing.3.Pres/Fut;_;_;_;_
подчиняться;9154;_;V;B2;LM;3;подчиняются;Plur.3.Pres/Fut;_;_;_;_
пожалеть;9155;_;V;B2;LM;1;пожалел;Masc.Sing.Past;_;_;_;_
пожалеть;9156;_;V;B2;LM;2;пожалела;Fem.Sing.Past;_;_;_;_
пожалеть;9157;_;V;B2;LM;3;пожалеют;Plur.3.Pres/Fut;_;_;_;_
поздний;9158;_;A;B2;LM;1;поздно;Neut.Sing;_;_;_;_
поздний;9159;_;A;B2;LM;2;поздняя;Nom.Fem.Sing;_;_;_;_
поздний;9160;_;A;B2;LM;3;поздние;Nom.Plur;_;_;_;_
позиция;9161;_;N.Fem.Inan;B2;LM;1;позицию;Acc.Sing;_;_;_;_
позиция;9162;_;N.Fem.Inan;B2;LM;2;позиций;Gen.Plur;_;_;_;_
позиция;9163;_;N.Fem.Inan;B2;LM;3;позиция;Nom.Sing;_;_;_;_
пожаловаться;9164;_;V;B2;LM;1;пожаловаться;Inf;_;_;_;_
пожаловаться;9165;_;V;B2;LM;2;пожаловался;Masc.Sing.Past;_;_;_;_
пожаловаться;9166;_;V;B2;LM;3;пожаловалась;Fem.Sing.Past;_;_;_;_
позор;9167;_;N.Masc.Inan;B2;LM;1;позор;Nom.Sing;_;_;_;_
позор;9168;_;N.Masc.Inan;B2;LM;2;позору;Dat.Sing;_;_;_;_
позор;9169;_;N.Masc.Inan;B2;LM;3;позора;Gen.Sing;_;_;_;_
пожелтеть;9170;_;V;B2;LM;1;пожелтели;Plur.Past;_;_;_;_
